UTC_Date,Profundity,Magnitude,Date,Hour,Location,Latitude,Longitude
2010-03-01 02:19:46,26 km,4.0 Ml,2010-02-28,23:19:46,61 km al O de Pichilemu,-34.585,-72.627
2003-09-09 13:12:17,3 km,3.1 Mc,2003-09-09,09:12:17,30 km al SO de Pichilemu,-34.600,-72.205
2011-01-20 17:38:46,30 km,4.5 Ml,2011-01-20,14:38:46,44 km al O de TirÃºa,-38.496,-73.963
2013-09-04 18:05:42,116 km,3.0 Ml,2013-09-04,14:05:42,48 km al S de Mina Collahuasi,-21.229,-68.824
2008-12-08 08:50:38,5 km,2.3 Ml,2008-12-08,05:50:38,15 km al N de Chaitén,-42.789,-72.718
2003-05-23 09:07:39,15 km,3.5 Mc,2003-05-23,05:07:39,23 km al O de Constitución,-35.357,-72.665
2015-09-22 03:11:12,41 km,4.5 Mw,2015-09-22,00:11:12,63 km al O de Tongoy,-30.050,-72.106
2017-08-20 06:47:24,123 km,2.5 Ml,2017-08-20,03:47:24,68 km al SO de Ollagüe,-21.765,-68.552
2006-06-28 19:05:53,97 km,2.4 Ml,2006-06-28,15:05:53,13 km al E de Colina,-33.227,-70.537
2012-11-03 17:18:11,104 km,3.0 Ml,2012-11-03,14:18:11,45 km al NO de Mina Collahuasi,-20.503,-68.912
2020-03-21 07:21:12,55 km,3.2 Ml,2020-03-21,04:21:12,37 km al NO de Quillagua,-21.426,-69.794
2005-07-31 13:54:58,86 km,3.4 Mc,2005-07-31,09:54:58,44 km al SO de Socaire,-23.777,-68.272
2020-09-23 14:11:18,32 km,3.4 Ml,2020-09-23,11:11:18,60 km al O de La Higuera,-29.456,-71.816
2017-10-30 15:33:56,94 km,3.2 Ml,2017-10-30,12:33:56,67 km al SO de Mina La Escondida.,-24.732,-69.475
2017-07-25 08:25:55,108 km,3.7 Ml,2017-07-25,04:25:55,31 km al NE de Tacna,-17.794,-70.077
2016-06-18 08:48:12,76 km,2.8 Ml,2016-06-18,04:48:12,39 km al NE de Tocopilla,-21.782,-70.026
2009-07-28 13:30:16,152 km,3.0 Ml,2009-07-28,09:30:16,44 km al E de Mina Los Pelambres,-31.712,-70.137
2017-10-04 22:39:00,52 km,3.6 Ml,2017-10-04,19:39:00,34 km al NO de Taltal,-25.122,-70.616
2004-02-05 13:43:04,91 km,2.7 Mc,2004-02-05,10:43:04,41 km al NE de Monte Patria,-30.457,-70.637
2005-05-30 09:05:55,148 km,3.3 Mc,2005-05-30,05:05:55,95 km al O de San Juan.,-31.455,-69.525
2019-12-07 12:34:55,115 km,3.5 Ml,2019-12-07,09:34:55,54 km al SO de San Pedro de Atacama,-23.321,-68.506
2015-02-11 01:33:11,106 km,2.5 Ml,2015-02-10,22:33:11,45 km al SE de Pica,-20.820,-69.078
2021-10-08 16:26:54,196 km,4.0 Ml,2021-10-08,13:26:54,106 km al SE de Socaire,-24.162,-67.053
2016-11-05 18:37:56,96 km,2.7 Ml,2016-11-05,15:37:56,52 km al E de Sierra Gorda.,-22.990,-68.815
2005-01-11 16:20:24,64 km,3.1 Mc,2005-01-11,13:20:24,30 km al O de Los Andes.,-32.837,-70.916
2022-12-17 11:50:29,99 km,2.9 Ml,2022-12-17,08:50:29,49 km al N de Camiña,-18.869,-69.432
2014-12-05 12:45:50,15 km,3.9 Ml,2014-12-05,09:45:50,34 km al NO de Pichilemu,-34.227,-72.329
2003-12-07 00:57:56,142 km,2.9 Ml,2003-12-06,21:57:56,89 km al E de Mina Los Pelambres,-31.651,-69.671
2015-06-01 04:27:52,40 km,2.7 Ml,2015-06-01,01:27:52,5 km al O de Mejillones,-23.084,-70.492
2019-11-05 14:21:01,55 km,2.5 Ml,2019-11-05,11:21:01,21 km al SO de Illapel,-31.786,-71.305
2010-06-02 02:03:16,38 km,3.5 Ml,2010-06-01,22:03:16,24 km al NE de Illapel,-31.454,-71.019
2018-07-14 10:12:42,112 km,2.9 Ml,2018-07-14,06:12:42,48 km al SO de Mina Collahuasi,-21.126,-68.994
2018-01-25 11:32:14,127 km,2.5 Ml,2018-01-25,08:32:14,72 km al SO de Ollagüe,-21.818,-68.526
2015-10-31 00:40:12,22 km,3.2 Ml,2015-10-30,21:40:12,21 km al O de Canela Baja,-31.472,-71.662
2017-02-11 04:08:20,116 km,3.3 Ml,2017-02-11,01:08:20,85 km al S de El Salvador,-26.992,-69.451
2002-06-02 15:21:15,68 km,3.5 Mc,2002-06-02,11:21:15,27 km al NO de Rancagua,-34.010,-70.963
2015-09-20 00:59:24,30 km,4.3 Ml,2015-09-19,21:59:24,34 km al O de ValparaÃ­so,-33.087,-71.975
2019-04-12 21:02:56,38 km,2.8 Ml,2019-04-12,17:02:56,28 km al E de Concepción,-36.900,-72.745
2008-03-25 01:33:04,213 km,3.6 Ml,2008-03-24,22:33:04,31 km al SE de Socaire,-23.761,-67.650
2019-07-29 01:06:54,14 km,3.6 Ml,2019-07-28,21:06:54,54 km al O de El Tabo,-33.369,-72.238
2003-06-22 06:28:26,20 km,3.2 Mc,2003-06-22,02:28:26,51 km al SO de Tongoy,-30.665,-71.727
2015-09-25 19:07:39,35 km,2.9 Ml,2015-09-25,16:07:39,54 km al O de Los Vilos,-31.859,-72.075
2014-11-12 11:04:52,114 km,3.0 Ml,2014-11-12,08:04:52,46 km al SO de Mina Collahuasi,-21.170,-68.905
2022-11-16 21:21:35,93 km,2.6 Ml,2022-11-16,18:21:35,49 km al N de Camiña,-18.890,-69.564
2010-05-23 05:42:06,5 km,2.7 Ml,2010-05-23,01:42:06,30 km al NE de Constitución,-35.193,-72.129
2014-05-20 14:55:39,15 km,2.0 Ml,2014-05-20,10:55:39,31 km al SO de Camiña,-19.515,-69.628
2023-10-19 23:03:48,49 km,2.6 Ml,2023-10-19,20:03:48,24 km al NO de Baquedano,-23.170,-69.990
2003-09-20 13:32:47,45 km,3.1 Mc,2003-09-20,09:32:47,47 km al SO de Los Vilos,-32.185,-71.893
2015-10-03 17:02:51,23 km,3.5 Ml,2015-10-03,14:02:51,28 km al N de Tongoy,-30.003,-71.533
2021-04-01 02:35:38,45 km,2.5 Ml,2021-03-31,23:35:38,22 km al SE de Tocopilla,-22.217,-70.035
2012-06-12 17:03:05,36 km,3.6 Ml,2012-06-12,13:03:05,28 km al SO de La Ligua,-32.617,-71.454
2011-01-14 19:46:45,106 km,3.2 Ml,2011-01-14,16:46:45,46 km al N de Calama,-22.072,-68.811
2014-10-04 11:01:59,100 km,3.2 Ml,2014-10-04,08:01:59,56 km al S de Mina La Escondida.,-24.750,-69.231
2001-06-09 21:24:18,96 km,3.4 Mc,2001-06-09,17:24:18,31 km al E de Talca,-35.328,-71.342
2016-11-06 20:01:14,111 km,2.8 Ml,2016-11-06,17:01:14,49 km al SO de Mina Collahuasi,-21.230,-68.859
2007-12-06 07:49:31,130 km,4.0 Ml,2007-12-06,04:49:31,23 km al SO de San Pedro de Atacama,-23.095,-68.318
2019-07-24 05:37:03,203 km,3.2 Ml,2019-07-24,01:37:03,96 km al E de Socaire,-23.459,-66.959
2015-09-19 20:26:29,25 km,3.1 Ml,2015-09-19,17:26:29,83 km al NO de ValparaÃ­so,-32.450,-72.141
2004-11-29 13:46:49,3 km,3.4 Mc,2004-11-29,10:46:49,4 km al O de Termas del Flaco,-34.962,-70.478
2023-12-13 13:53:58,16 km,2.5 Ml,2023-12-13,10:53:58,90 km al O de Arica,-18.609,-71.169
2017-07-20 14:54:54,85 km,3.5 Ml,2017-07-20,10:54:54,28 km al S de Paihuano,-30.282,-70.562
2018-02-24 14:01:01,154 km,2.9 Ml,2018-02-24,11:01:01,23 km al N de Ollagüe,-21.025,-68.312
2019-06-20 10:34:05,105 km,3.0 Ml,2019-06-20,06:34:05,24 km al NE de Calama,-22.283,-68.815
2002-11-13 18:48:00,27 km,3.2 Mc,2002-11-13,15:48:00,32 km al SO de El Tabo,-33.626,-71.946
2018-12-18 23:48:44,11 km,2.9 Ml,2018-12-18,20:48:44,40 km al N de ValparaÃ­so,-32.703,-71.753
2015-01-28 03:51:45,94 km,3.0 Ml,2015-01-28,00:51:45,22 km al SE de Calama,-22.625,-68.791
2024-02-19 15:14:15,113 km,4.1 Ml,2024-02-19,12:14:15,163 km al E de Alto del Carmen,-28.400,-68.872
2022-02-09 00:53:28,39 km,2.8 Ml,2022-02-08,21:53:28,24 km al N de Taltal,-25.201,-70.538
2011-09-03 17:44:13,150 km,3.9 Ml,2011-09-03,14:44:13,40 km al SE de Termas del Flaco,-35.241,-70.169
2020-05-26 03:16:54,21 km,2.8 Ml,2020-05-25,23:16:54,29 km al SO de Huasco,-28.693,-71.364
2017-05-18 22:17:44,217 km,3.5 Ml,2017-05-18,18:17:44,71 km al SE de Socaire,-24.102,-67.469
2010-08-03 08:33:39,54 km,3.9 Ml,2010-08-03,04:33:39,11 km al O de Lebu,-37.651,-73.773
2010-02-28 03:05:21,5 km,3.0 Ml,2010-02-28,00:05:21,12 km al SO de El Tabo,-33.515,-71.770
2018-11-07 04:46:06,10 km,4.4 Mw,2018-11-07,01:46:06,286 km al SO de Melinka,-45.493,-76.576
2012-08-07 12:28:37,54 km,4.4 Ml,2012-08-07,08:28:37,53 km al NO de Quillagua,-21.303,-69.882
2020-01-14 01:16:34,43 km,2.5 Ml,2020-01-13,22:16:34,54 km al S de Huasco,-28.936,-71.359
2006-05-04 19:37:11,15 km,2.1 Ml,2006-05-04,15:37:11,27 km al N de ValparaÃ­so,-32.805,-71.624
2022-01-18 08:36:41,88 km,2.9 Ml,2022-01-18,05:36:41,11 km al S de Colina,-33.303,-70.705
2020-12-26 17:16:34,44 km,3.0 Ml,2020-12-26,14:16:34,7 km al S de Los Vilos,-31.974,-71.500
2014-11-30 21:25:26,112 km,3.1 Ml,2014-11-30,18:25:26,76 km al SO de Ollagüe,-21.844,-68.565
2010-03-01 05:29:15,33 km,4.0 Ml,2010-03-01,02:29:15,35 km al O de ValparaÃ­so,-33.105,-71.981
2006-03-03 07:12:11,140 km,3.7 Mc,2006-03-03,04:12:11,81 km al NO de San Juan.,-31.063,-69.175
2010-03-12 15:48:18,33 km,4.2 Ml,2010-03-12,12:48:18,6 km al N de Pichilemu,-34.330,-71.995
2020-01-06 06:21:00,15 km,3.5 Ml,2020-01-06,03:21:00,49 km al O de Pisagua,-19.604,-70.679
2014-08-07 00:53:06,128 km,3.8 Ml,2014-08-06,20:53:06,58 km al SO de Ollagüe,-21.627,-68.611
2012-03-05 20:20:12,126 km,3.7 Ml,2012-03-05,17:20:12,15 km al SO de Visviri,-17.709,-69.562
2003-07-19 07:57:24,116 km,2.6 Mc,2003-07-19,03:57:24,23 km al S de Rancagua,-34.360,-70.664
2009-06-28 15:24:18,98 km,3.0 Ml,2009-06-28,11:24:18,29 km al O de San Pedro de Atacama,-22.834,-68.470
2010-10-19 19:24:31,103 km,2.9 Ml,2010-10-19,16:24:31,32 km al SE de Pica,-20.752,-69.199
2018-04-30 17:01:29,178 km,3.3 Ml,2018-04-30,14:01:29,113 km al NE de San Pedro de Atacama,-22.215,-67.413
2004-05-07 07:25:17,68 km,3.4 Mc,2004-05-07,03:25:17,23 km al NE de Melipilla,-33.503,-71.103
2008-01-10 06:29:13,2 km,1.8 Ml,2008-01-10,03:29:13,54 km al E de Rancagua,-34.327,-70.181
2004-09-12 22:13:53,5 km,3.3 Mc,2004-09-12,18:13:53,59 km al SE de San José de Maipo,-34.132,-70.115
2017-03-27 20:32:23,220 km,4.5 Ml,2017-03-27,17:32:23,85 km al SO de Uyuni,-20.872,-67.509
2021-03-03 23:36:39,34 km,3.7 Ml,2021-03-03,20:36:39,39 km al SO de Taltal,-25.726,-70.638
2014-06-18 21:12:02,290 km,4.8 Ml,2014-06-18,17:12:02,137 km al NE de Socaire,-22.735,-66.921
2016-12-19 15:36:46,47 km,4.9 Mw,2016-12-19,12:36:46,18 km al O de Punitaqui,-30.798,-71.438
2013-11-28 23:20:01,30 km,3.6 Ml,2013-11-28,20:20:01,59 km al O de El Tabo,-33.436,-72.309
2019-09-25 13:32:43,115 km,3.4 Ml,2019-09-25,10:32:43,39 km al SE de Camiña,-19.585,-69.195
2022-12-27 14:05:34,31 km,3.3 Ml,2022-12-27,11:05:34,33 km al SO de Los Vilos,-32.141,-71.737
2014-07-24 22:11:53,22 km,3.4 Ml,2014-07-24,18:11:53,62 km al O de Concepción,-36.661,-73.716
2021-03-24 22:00:19,30 km,3.1 Ml,2021-03-24,19:00:19,29 km al O de La Serena,-29.950,-71.550
2017-07-22 18:12:00,200 km,4.6 Mw,2017-07-22,14:12:00,79 km al SE de Socaire,-24.222,-67.535
2024-01-20 23:11:33,14 km,2.1 Ml,2024-01-20,20:11:33,18 km al SO de Santiago,-33.527,-70.814
2007-11-16 20:52:32,39 km,3.2 Ml,2007-11-16,17:52:32,27 km al N de Mejillones,-22.867,-70.517
2015-09-19 17:03:25,31 km,3.6 Ml,2015-09-19,14:03:25,41 km al O de Punitaqui,-30.683,-71.650
2022-07-31 10:15:01,98 km,3.2 Ml,2022-07-31,06:15:01,17 km al SE de Calama,-22.565,-68.795
2014-08-24 00:53:51,34 km,2.9 Ml,2014-08-23,20:53:51,29 km al NO de Quillota,-32.759,-71.518
2013-11-21 11:32:37,57 km,3.1 Ml,2013-11-21,08:32:37,63 km al SO de Tierra Amarilla,-27.993,-70.542
2019-08-24 01:35:19,27 km,3.9 Ml,2019-08-23,21:35:19,22 km al N de Tongoy,-30.061,-71.507
2015-04-11 23:01:46,32 km,3.1 Ml,2015-04-11,20:01:46,77 km al NO de Tongoy,-29.708,-71.982
2003-07-16 01:13:00,140 km,3.5 Mc,2003-07-15,21:13:00,28 km al NO de San Juan.,-31.417,-68.786
2019-08-14 22:03:19,32 km,2.8 Ml,2019-08-14,18:03:19,15 km al SE de Pozo Almonte,-20.361,-69.698
2013-04-23 12:21:36,78 km,3.8 Ml,2013-04-23,09:21:36,7 km al SE de Talca,-35.480,-71.633
2021-05-06 03:47:11,53 km,3.1 Ml,2021-05-05,23:47:11,104 km al NE de Taltal,-24.540,-70.107
2009-02-24 08:08:08,14 km,3.2 Ml,2009-02-24,05:08:08,12 km al NE de Chaitén,-42.858,-72.596
2010-02-20 23:20:44,5 km,3.6 Ml,2010-02-20,20:20:44,71 km al SO de San Juan.,-32.138,-68.788
2022-02-20 12:04:04,20 km,2.9 Ml,2022-02-20,09:04:04,96 km al S de Ilo,-18.507,-71.392
2018-03-13 06:03:05,11 km,2.8 Ml,2018-03-13,03:03:05,110 km al O de TirÃºa,-38.289,-74.750
2022-02-01 15:12:53,95 km,2.7 Ml,2022-02-01,12:12:53,67 km al S de Camiña,-19.876,-69.199
2021-06-01 15:05:55,11 km,3.0 Ml,2021-06-01,11:05:55,"31 km al E de Base Frei, Antártica",-62.229,-58.371
2020-10-28 14:53:11,60 km,5.8 Mww,2020-10-28,11:53:11,20 km al N de La Higuera,-29.334,-71.199
2022-09-05 14:31:00,53 km,3.5 Ml,2022-09-05,10:31:00,36 km al SE de Pisagua,-19.875,-70.035
2015-09-26 13:50:46,31 km,3.2 Ml,2015-09-26,10:50:46,13 km al NO de Punitaqui,-30.730,-71.337
2013-09-16 00:52:10,84 km,3.8 Ml,2013-09-15,21:52:10,24 km al NE de Monte Patria,-30.506,-70.840
2009-05-16 13:06:39,30 km,1.7 Ml,2009-05-16,09:06:39,42 km al NE de Mejillones,-22.875,-70.126
2022-12-02 17:45:09,125 km,4.3 Ml,2022-12-02,14:45:09,46 km al SO de Ollagüe,-21.504,-68.580
2023-05-18 12:47:38,39 km,3.2 Ml,2023-05-18,08:47:38,6 km al O de La Ligua,-32.435,-71.292
2022-08-19 09:44:42,49 km,4.8 Mw,2022-08-19,05:44:42,38 km al S de Huasco,-28.788,-71.354
2023-09-29 11:55:41,41 km,4.4 Mw,2023-09-29,08:55:41,72 km al N de Huasco,-27.835,-71.373
2014-06-27 06:49:27,29 km,2.9 Ml,2014-06-27,02:49:27,40 km al O de Iquique,-20.105,-70.518
2019-06-14 21:47:57,43 km,3.4 Ml,2019-06-14,17:47:57,49 km al SO de Lebu,-37.912,-74.059
2007-03-09 04:09:08,80 km,2.8 Ml,2007-03-09,01:09:08,23 km al S de Petorca,-32.451,-70.981
2006-08-19 20:08:41,42 km,3.1 Ml,2006-08-19,16:08:41,77 km al NO de Tongoy,-29.687,-71.948
2015-07-12 20:14:21,102 km,3.0 Ml,2015-07-12,17:14:21,49 km al S de Pica,-20.921,-69.239
2018-01-15 12:25:05,39 km,3.5 Ml,2018-01-15,09:25:05,60 km al O de Cuya,-19.021,-70.732
2019-04-30 05:34:30,30 km,2.9 Ml,2019-04-30,01:34:30,32 km al O de Canela Baja,-31.517,-71.767
2021-07-20 18:31:32,98 km,3.4 Ml,2021-07-20,14:31:32,97 km al E de Tierra Amarilla,-27.705,-69.311
2020-12-26 04:14:04,20 km,3.0 Ml,2020-12-26,01:14:04,259 km al NO de Tortel,-46.279,-76.118
2010-05-27 04:04:09,13 km,3.0 Ml,2010-05-27,00:04:09,21 km al SE de Pichilemu,-34.504,-71.827
2008-11-02 06:05:23,7 km,3.3 Ml,2008-11-02,03:05:23,10 km al NE de Chaitén,-42.852,-72.634
2007-03-29 15:22:56,28 km,3.0 Ml,2007-03-29,11:22:56,49 km al NO de Los Vilos,-31.623,-71.902
2004-05-18 04:54:46,36 km,3.5 Mc,2004-05-18,00:54:46,69 km al NO de ValparaÃ­so,-32.513,-71.984
2008-04-26 13:10:41,109 km,3.6 Ml,2008-04-26,09:10:41,44 km al SO de Mina Collahuasi,-21.134,-68.926
2018-06-08 07:43:35,116 km,2.6 Ml,2018-06-08,03:43:35,50 km al NE de Calama,-22.094,-68.670
2019-11-26 02:29:05,112 km,2.9 Ml,2019-11-25,23:29:05,45 km al E de Pica,-20.393,-68.909
2020-08-30 07:16:13,28 km,3.3 Ml,2020-08-30,03:16:13,27 km al O de Navidad,-33.885,-72.111
2018-07-29 08:04:50,85 km,3.7 Ml,2018-07-29,04:04:50,36 km al NO de Calama,-22.297,-69.227
2011-10-30 14:14:21,140 km,2.6 Ml,2011-10-30,11:14:21,31 km al NE de Mina Los Pelambres,-31.649,-70.334
2000-06-03 09:35:04,15 km,3.5 Mc,2000-06-03,05:35:04,37 km al O de ValparaÃ­so,-33.023,-72.005
2012-08-21 10:03:56,115 km,3.0 Ml,2012-08-21,06:03:56,59 km al NE de Pica,-20.127,-68.916
2018-03-07 20:21:09,94 km,2.6 Ml,2018-03-07,17:21:09,62 km al S de Camiña,-19.852,-69.266
2011-06-21 11:44:02,22 km,3.2 Ml,2011-06-21,07:44:02,3 km al NO de Constitución,-35.320,-72.439
2008-10-23 16:34:54,90 km,3.4 Ml,2008-10-23,13:34:54,11 km al E de Talca,-35.411,-71.547
2022-11-02 17:03:40,36 km,2.9 Ml,2022-11-02,14:03:40,6 km al NE de ValparaÃ­so,-33.006,-71.573
2022-01-06 01:50:59,124 km,3.1 Ml,2022-01-05,22:50:59,44 km al NO de Socaire,-23.408,-68.276
2023-10-05 21:03:31,44 km,3.4 Ml,2023-10-05,18:03:31,72 km al NO de Huasco,-27.882,-71.530
2009-06-16 08:58:06,199 km,4.2 Ml,2009-06-16,04:58:06,110 km al SE de Ollagüe,-22.042,-67.650
2020-07-05 01:59:38,133 km,4.1 Ml,2020-07-04,21:59:38,4 km al N de San Pedro de Atacama,-22.887,-68.206
2018-11-22 10:08:30,50 km,2.8 Ml,2018-11-22,07:08:30,30 km al NO de Quillota,-32.722,-71.503
2003-06-28 11:10:08,31 km,3.5 Mc,2003-06-28,07:10:08,44 km al SO de Tongoy,-30.621,-71.681
2011-11-23 10:43:31,137 km,3.0 Ml,2011-11-23,07:43:31,36 km al S de Mina Collahuasi,-21.147,-68.618
2021-07-06 08:40:22,98 km,2.9 Ml,2021-07-06,04:40:22,74 km al S de Tierra Amarilla,-28.117,-70.038
2019-09-02 01:33:37,131 km,3.1 Ml,2019-09-01,21:33:37,52 km al SO de Ollagüe,-21.598,-68.551
2015-10-21 11:16:02,30 km,3.7 Ml,2015-10-21,08:16:02,30 km al O de Ovalle,-30.589,-71.519
2015-12-23 00:50:31,45 km,3.5 Ml,2015-12-22,21:50:31,41 km al S de Tongoy,-30.610,-71.594
2007-11-18 10:58:20,32 km,2.7 Ml,2007-11-18,07:58:20,35 km al O de Mejillones,-23.129,-70.788
2001-09-16 18:56:28,0 km,3.8 Mc,2001-09-16,14:56:28,46 km al O de Navidad,-33.997,-72.326
2005-07-02 04:05:31,93 km,2.2 Mc,2005-07-02,00:05:31,30 km al S de Rancagua,-34.438,-70.695
2023-10-10 03:07:25,209 km,3.9 Ml,2023-10-10,00:07:25,106 km al SE de Socaire,-24.327,-67.227
2008-05-04 21:55:15,90 km,2.4 Ml,2008-05-04,17:55:15,42 km al S de Calama,-22.836,-68.839
2023-08-26 21:40:34,134 km,2.6 Ml,2023-08-26,17:40:34,51 km al N de Calama,-22.022,-68.826
2014-04-02 10:04:06,40 km,4.1 Ml,2014-04-02,07:04:06,77 km al O de Pisagua,-19.677,-70.942
2008-03-19 15:20:20,22 km,2.1 Ml,2008-03-19,12:20:20,20 km al NO de Mejillones,-22.938,-70.523
2003-06-25 09:36:22,18 km,4.1 Mc,2003-06-25,05:36:22,60 km al SO de Tongoy,-30.722,-71.812
2011-07-13 07:28:05,37 km,3.7 Ml,2011-07-13,03:28:05,74 km al NO de Concepción,-36.484,-73.756
2010-08-14 19:07:38,128 km,3.8 Ml,2010-08-14,15:07:38,78 km al SO de Ollagüe,-21.796,-68.683
2003-09-29 09:15:44,0 km,3.3 Mc,2003-09-29,05:15:44,39 km al NO de Mendoza,-32.572,-69.013
2023-02-12 12:25:37,134 km,3.5 Ml,2023-02-12,09:25:37,36 km al SO de Ollagüe,-21.499,-68.434
2013-04-05 22:25:35,66 km,3.3 Ml,2013-04-05,19:25:35,40 km al NE de La Higuera,-29.266,-70.900
2019-06-29 23:15:03,230 km,2.9 Ml,2019-06-29,19:15:03,63 km al SE de Socaire,-24.009,-67.468
2022-12-20 05:53:54,119 km,3.5 Ml,2022-12-20,02:53:54,48 km al SO de Mina Collahuasi,-21.228,-68.839
2007-11-16 23:50:45,55 km,3.6 Ml,2007-11-16,20:50:45,46 km al N de Mejillones,-22.687,-70.392
2019-12-25 18:43:50,108 km,3.7 Ml,2019-12-25,15:43:50,46 km al E de Sierra Gorda.,-22.927,-68.864
2022-06-13 04:35:17,110 km,2.6 Ml,2022-06-13,00:35:17,29 km al NO de Mina Collahuasi,-20.646,-68.855
2006-01-26 17:58:46,150 km,3.9 Mc,2006-01-26,14:58:46,122 km al SE de Socaire,-24.363,-67.036
2018-12-01 04:55:03,10 km,3.2 Ml,2018-12-01,01:55:03,116 km al O de Taltal,-24.988,-71.540
2015-11-23 21:04:16,15 km,4.5 Ml,2015-11-23,18:04:16,117 km al O de TirÃºa,-38.572,-74.809
2020-02-26 20:36:55,48 km,2.5 Ml,2020-02-26,17:36:55,27 km al O de La Ligua,-32.514,-71.509
2014-05-14 05:49:37,112 km,2.9 Ml,2014-05-14,01:49:37,63 km al SE de Paihuano,-30.542,-70.243
2019-10-28 00:57:51,258 km,2.7 Ml,2019-10-27,21:57:51,84 km al NE de Socaire,-23.040,-67.320
2023-07-07 09:28:52,26 km,3.2 Ml,2023-07-07,05:28:52,27 km al NO de ValparaÃ­so,-32.827,-71.732
2007-04-07 10:12:23,32 km,3.6 Ml,2007-04-07,06:12:23,67 km al O de Punitaqui,-30.836,-71.963
2019-07-30 17:33:22,125 km,2.9 Ml,2019-07-30,13:33:22,49 km al SO de Ollagüe,-21.617,-68.461
2009-11-11 11:34:36,29 km,3.2 Ml,2009-11-11,08:34:36,119 km al NO de Navidad,-33.436,-72.952
2010-04-24 11:58:21,15 km,2.9 Ml,2010-04-24,07:58:21,67 km al O de Pichilemu,-34.142,-72.676
2017-03-21 15:01:59,127 km,5.0 Mw,2017-03-21,12:01:59,50 km al SO de Ollagüe,-21.622,-68.477
2023-01-10 09:44:23,132 km,4.3 Ml,2023-01-10,06:44:23,63 km al SO de Ollagüe,-21.746,-68.491
2020-03-25 17:15:30,18 km,3.9 Ml,2020-03-25,14:15:30,82 km al O de Cobquecura,-35.851,-73.640
2009-09-11 03:48:06,112 km,2.6 Ml,2009-09-10,23:48:06,31 km al S de Mina Los Pelambres,-32.090,-70.477
2021-04-29 18:34:25,27 km,3.5 Ml,2021-04-29,14:34:25,64 km al O de Tongoy,-30.037,-72.107
2005-06-12 13:22:54,45 km,2.8 Mc,2005-06-12,09:22:54,19 km al S de San Antonio,-33.744,-71.552
2023-12-17 23:52:04,60 km,2.6 Ml,2023-12-17,20:52:04,34 km al SE de Vichuquén,-35.135,-71.781
2019-05-15 20:09:29,68 km,2.7 Ml,2019-05-15,16:09:29,22 km al S de La Serena,-30.096,-71.291
2013-10-13 07:41:02,37 km,2.5 Ml,2013-10-13,04:41:02,28 km al NO de Quillota,-32.660,-71.391
2011-08-06 15:35:42,32 km,4.1 Ml,2011-08-06,11:35:42,55 km al O de Cobquecura,-35.987,-73.383
2018-10-09 04:54:32,88 km,3.5 Ml,2018-10-09,01:54:32,27 km al NE de Pica,-20.306,-69.163
2003-10-12 16:20:25,85 km,2.9 Mc,2003-10-12,13:20:25,27 km al E de Cauquenes,-35.920,-72.018
2010-12-17 22:52:20,55 km,3.9 Ml,2010-12-17,19:52:20,67 km al NO de Navidad,-33.524,-72.332
2020-10-22 11:28:54,64 km,2.5 Ml,2020-10-22,08:28:54,23 km al NO de Petorca,-32.099,-71.102
2005-01-31 07:15:18,107 km,2.9 Mc,2005-01-31,04:15:18,57 km al NE de Farellones,-32.899,-70.024
2009-05-07 17:52:14,8 km,1.6 Ml,2009-05-07,13:52:14,30 km al SO de Baquedano,-23.456,-70.106
2006-09-08 01:00:37,126 km,2.6 Ml,2006-09-07,21:00:37,44 km al E de Mina Los Pelambres,-31.808,-70.126
2014-03-23 09:16:40,33 km,3.0 Ml,2014-03-23,06:16:40,74 km al O de Pisagua,-19.846,-70.870
2018-03-07 09:09:02,42 km,2.5 Ml,2018-03-07,06:09:02,30 km al SE de Navidad,-34.120,-71.572
2004-04-13 18:27:04,7 km,3.2 Mc,2004-04-13,14:27:04,40 km al SO de Mendoza,-33.186,-69.057
2005-05-06 13:50:43,5 km,3.7 Mc,2005-05-06,09:50:43,50 km al N de Mendoza,-32.437,-68.768
2014-04-10 20:39:10,35 km,3.5 Ml,2014-04-10,17:39:10,93 km al O de Iquique,-20.535,-70.977
2014-12-17 22:11:39,101 km,2.9 Ml,2014-12-17,19:11:39,29 km al NE de Copiapó,-27.246,-70.074
2008-04-06 16:59:44,194 km,3.1 Ml,2008-04-06,12:59:44,109 km al SE de Ollagüe,-21.992,-67.592
2008-09-06 20:30:26,10 km,2.0 Ml,2008-09-06,16:30:26,19 km al NE de Chaitén,-42.773,-72.587
2011-01-30 20:45:34,23 km,3.4 Ml,2011-01-30,17:45:34,17 km al O de Navidad,-33.959,-72.020
2016-01-25 11:50:51,34 km,2.9 Ml,2016-01-25,08:50:51,26 km al NO de Los Vilos,-31.706,-71.648
2020-09-09 09:31:49,70 km,2.9 Ml,2020-09-09,06:31:49,30 km al SO de MarÃ­a Elena,-22.583,-69.796
2005-06-21 05:24:29,101 km,3.1 Ml,2005-06-21,01:24:29,45 km al N de Pica,-20.109,-69.172
2003-07-06 19:32:59,6 km,3.8 Mc,2003-07-06,15:32:59,24 km al N de Farellones,-33.141,-70.280
2020-10-11 14:51:34,126 km,2.7 Ml,2020-10-11,11:51:34,56 km al S de Ollagüe,-21.707,-68.424
2020-01-30 21:02:26,38 km,2.6 Ml,2020-01-30,18:02:26,42 km al NO de Concepción,-36.525,-73.340
