UTC_Date,Profundity,Magnitude,Date,Hour,Location,Latitude,Longitude
2021-10-06 20:27:22,32 km,3.2 Ml,2021-10-06,17:27:22,35 km al O de Ovalle,-30.652,-71.565
2019-01-29 03:15:30,115 km,3.4 Ml,2019-01-29,00:15:30,43 km al S de Putre,-18.570,-69.452
2007-05-09 09:32:26,79 km,2.5 Ml,2007-05-09,05:32:26,29 km al SE de Melipilla,-33.883,-71.004
2008-12-03 14:21:05,144 km,4.6 Ml,2008-12-03,11:21:05,89 km al E de San Juan,-31.338,-67.605
2019-05-02 19:37:55,150 km,2.6 Ml,2019-05-02,15:37:55,29 km al SO de San Pedro de Atacama,-23.079,-68.427
2018-08-03 19:04:17,18 km,3.5 Ml,2018-08-03,15:04:17,34 km al NO de Lebu,-37.410,-73.948
2020-01-16 02:07:06,119 km,2.6 Ml,2020-01-15,23:07:06,47 km al NE de Calama,-22.080,-68.760
2014-08-09 20:41:25,101 km,2.4 Ml,2014-08-09,16:41:25,11 km al E de Santiago,-33.432,-70.533
2015-05-06 09:17:37,180 km,3.5 Ml,2015-05-06,06:17:37,61 km al O de San Juan.,-31.530,-69.168
2002-12-27 05:40:16,96 km,3.0 Mc,2002-12-27,02:40:16,5 km al NE de Petorca,-32.221,-70.899
2004-08-28 15:45:42,1 km,3.4 Mc,2004-08-28,11:45:42,10 km al O de Termas del Flaco,-34.950,-70.547
2020-01-21 04:31:43,95 km,2.8 Ml,2020-01-21,01:31:43,37 km al N de Camiña,-19.001,-69.535
2012-06-11 13:20:05,9 km,3.0 Ml,2012-06-11,09:20:05,41 km al NO de Pichilemu,-34.160,-72.363
2011-05-05 20:14:26,114 km,2.9 Ml,2011-05-05,17:14:26,71 km al E de Quillagua,-21.757,-68.859
2011-12-14 18:59:31,130 km,3.9 Ml,2011-12-14,15:59:31,70 km al N de Visviri,-16.990,-69.306
2001-12-27 06:44:24,37 km,3.7 Mc,2001-12-27,03:44:24,141 km al O de ValparaÃ­so,-32.498,-72.973
2010-03-19 09:36:50,23 km,2.8 Ml,2010-03-19,06:36:50,45 km al N de Los Andes.,-32.445,-70.464
2019-05-29 20:57:19,71 km,2.7 Ml,2019-05-29,16:57:19,65 km al E de Taltal,-25.353,-69.846
2011-05-14 03:36:27,98 km,2.4 Ml,2011-05-13,23:36:27,41 km al E de Pica,-20.537,-68.940
2015-04-20 01:19:38,85 km,4.0 Ml,2015-04-19,22:19:38,33 km al SE de Combarbalá,-31.457,-70.880
2016-07-13 04:20:04,95 km,3.4 Ml,2016-07-13,00:20:04,36 km al N de Pica,-20.183,-69.223
2018-04-12 01:42:00,95 km,3.2 Ml,2018-04-11,22:42:00,20 km al E de Petorca,-32.277,-70.722
2003-12-14 16:55:24,3 km,3.3 Mc,2003-12-14,13:55:24,24 km al N de Farellones,-33.136,-70.265
2003-11-19 01:39:18,18 km,3.4 Mc,2003-11-18,22:39:18,70 km al SE de Mendoza,-33.315,-68.282
2014-04-10 12:31:37,46 km,2.9 Ml,2014-04-10,09:31:37,11 km al NE de Alto Hospicio,-20.221,-70.007
2019-05-06 16:28:11,39 km,3.2 Ml,2019-05-06,12:28:11,40 km al SO de La Ligua,-32.628,-71.604
2010-05-11 07:52:01,4 km,3.1 Ml,2010-05-11,03:52:01,37 km al O de Navidad,-33.992,-72.230
2010-10-03 05:01:35,39 km,4.4 Ml,2010-10-03,01:01:35,64 km al NO de Constitución,-34.962,-72.958
2020-09-24 22:45:44,37 km,2.7 Ml,2020-09-24,19:45:44,62 km al N de Huasco,-27.911,-71.149
2023-08-13 06:00:52,14 km,2.7 Ml,2023-08-13,02:00:52,63 km al O de Tongoy,-30.423,-72.117
2024-02-04 21:33:55,160 km,2.6 Ml,2024-02-04,18:33:55,25 km al NE de Socaire,-23.392,-67.775
2017-03-07 16:22:07,123 km,3.0 Ml,2017-03-07,13:22:07,12 km al O de Putre,-18.209,-69.671
2004-09-29 18:46:30,4 km,3.6 Mc,2004-09-29,14:46:30,19 km al SO de Termas del Flaco,-35.047,-70.616
2021-06-06 22:06:43,35 km,4.2 Ml,2021-06-06,18:06:43,51 km al SO de Tongoy,-30.677,-71.702
2006-12-14 21:09:04,83 km,4.2 Ml,2006-12-14,18:09:04,7 km al N de Copiapó,-27.305,-70.335
2010-03-08 08:00:30,33 km,4.9 Ml,2010-03-08,05:00:30,68 km al O de Constitución,-35.254,-73.151
2021-02-12 01:56:10,237 km,2.7 Ml,2021-02-11,22:56:10,71 km al E de Socaire,-23.618,-67.194
2023-04-01 23:32:47,103 km,3.0 Ml,2023-04-01,20:32:47,50 km al S de Pica,-20.912,-69.167
2015-09-18 06:54:38,47 km,3.6 Ml,2015-09-18,03:54:38,3 km al E de Canela Baja,-31.407,-71.432
2022-09-06 12:51:48,66 km,3.0 Ml,2022-09-06,08:51:48,45 km al N de Pozo Almonte,-19.861,-69.850
2005-10-07 23:48:26,60 km,4.3 Mc,2005-10-07,19:48:26,9 km al N de La Higuera,-29.433,-71.224
2005-06-27 01:50:26,28 km,3.8 Mc,2005-06-26,21:50:26,19 km al O de Canela Baja,-31.349,-71.648
2004-10-31 06:39:07,27 km,3.5 Mc,2004-10-31,03:39:07,134 km al NO de Navidad,-33.368,-73.100
2007-03-31 23:54:29,15 km,2.7 Ml,2007-03-31,19:54:29,34 km al SO de Los Vilos,-32.096,-71.792
2015-09-29 08:01:52,111 km,3.4 Ml,2015-09-29,05:01:52,51 km al SO de Mina Collahuasi,-21.137,-69.014
2007-11-19 01:30:49,26 km,2.9 Ml,2007-11-18,22:30:49,30 km al O de Mejillones,-23.035,-70.739
2017-09-12 03:33:18,217 km,3.5 Ml,2017-09-12,00:33:18,79 km al NE de Arequipa,-15.856,-71.058
2021-09-05 15:05:15,32 km,4.0 Ml,2021-09-05,12:05:15,31 km al NO de Tongoy,-30.023,-71.664
2005-09-22 09:30:13,65 km,3.0 Ml,2005-09-22,05:30:13,84 km al SO de Mina La Escondida.,-24.789,-69.664
2022-07-04 17:18:45,69 km,2.7 Ml,2022-07-04,13:18:45,16 km al S de Punitaqui,-30.965,-71.311
2005-07-01 07:31:04,11 km,3.3 Mc,2005-07-01,03:31:04,46 km al N de ValparaÃ­so,-32.633,-71.633
2008-01-04 13:22:12,107 km,3.2 Ml,2008-01-04,10:22:12,33 km al S de Mina Collahuasi,-21.113,-68.582
2007-11-24 21:39:10,43 km,2.3 Ml,2007-11-24,18:39:10,30 km al NE de Tocopilla,-21.899,-70.003
2023-12-19 04:38:49,79 km,2.9 Ml,2023-12-19,01:38:49,44 km al S de Pica,-20.887,-69.289
2010-11-20 12:08:46,43 km,2.7 Ml,2010-11-20,09:08:46,16 km al E de Vichuquén,-34.819,-71.833
2014-04-26 14:19:40,115 km,3.6 Ml,2014-04-26,11:19:40,43 km al SO de Mina Collahuasi,-21.100,-68.944
2023-09-29 00:12:23,110 km,2.9 Ml,2023-09-28,21:12:23,47 km al S de Mina Collahuasi,-21.228,-68.786
2018-07-18 23:21:58,143 km,4.2 Ml,2018-07-18,19:21:58,43 km al O de Socaire,-23.681,-68.297
2010-11-28 04:08:16,122 km,3.4 Ml,2010-11-28,01:08:16,54 km al SO de Mina Collahuasi,-21.242,-68.920
2020-10-06 22:16:56,107 km,2.6 Ml,2020-10-06,19:16:56,31 km al NO de Mina Collahuasi,-20.703,-68.921
2006-07-30 02:02:06,34 km,3.7 Ml,2006-07-29,22:02:06,43 km al NO de Chañaral.,-25.993,-70.783
2001-10-20 23:32:18,21 km,4.1 Mc,2001-10-20,20:32:18,35 km al NO de ValparaÃ­so,-32.779,-71.808
2021-12-12 13:12:14,31 km,2.5 Ml,2021-12-12,10:12:14,41 km al N de ValparaÃ­so,-32.695,-71.736
2010-09-03 22:45:07,227 km,4.5 Ml,2010-09-03,18:45:07,64 km al SE de Socaire,-24.020,-67.468
2015-11-13 08:39:34,35 km,3.1 Ml,2015-11-13,05:39:34,19 km al NO de Los Vilos,-31.749,-71.581
2019-07-06 22:44:07,110 km,2.6 Ml,2019-07-06,18:44:07,21 km al NE de Pica,-20.318,-69.247
2003-06-23 07:08:23,41 km,3.6 Mc,2003-06-23,03:08:23,64 km al O de Tongoy,-30.361,-72.155
2009-06-04 05:48:12,67 km,2.4 Ml,2009-06-04,01:48:12,37 km al NE de Baquedano,-23.025,-69.697
2017-07-30 09:07:57,24 km,2.3 Ml,2017-07-30,05:07:57,14 km al SO de ValparaÃ­so,-33.143,-71.717
2009-05-10 16:10:05,118 km,2.2 Ml,2009-05-10,12:10:05,42 km al S de Mina Collahuasi,-21.185,-68.775
2021-05-19 14:32:33,107 km,3.2 Ml,2021-05-19,10:32:33,23 km al N de Farellones,-33.149,-70.356
2007-11-24 06:58:43,27 km,2.9 Ml,2007-11-24,03:58:43,40 km al O de Mejillones,-23.109,-70.842
2019-05-16 11:58:32,36 km,3.5 Ml,2019-05-16,07:58:32,56 km al O de Navidad,-33.940,-72.441
2005-04-01 20:32:37,32 km,5.5 Mb,2005-04-01,16:32:37,15489 km al E de Buenos Aires,0.352,98.089
2014-05-05 02:01:39,42 km,4.5 Ml,2014-05-04,22:01:39,21 km al O de Iquique,-20.176,-70.351
2005-06-20 17:50:06,107 km,4.1 Ml,2005-06-20,13:50:06,46 km al SE de Camiña,-19.689,-69.246
2006-01-27 14:43:42,38 km,2.5 Ml,2006-01-27,11:43:42,55 km al O de La Ligua,-32.468,-71.821
2018-05-16 03:22:08,50 km,2.9 Ml,2018-05-15,23:22:08,11 km al O de Punitaqui,-30.802,-71.368
2021-04-07 12:42:42,109 km,3.4 Ml,2021-04-07,08:42:42,62 km al N de Pica,-19.959,-69.135
2014-03-04 21:10:26,119 km,3.2 Ml,2014-03-04,18:10:26,66 km al NE de Quillagua,-21.410,-68.950
2004-08-29 06:24:29,9 km,3.9 Mc,2004-08-29,02:24:29,12 km al S de Termas del Flaco,-35.059,-70.477
2002-11-18 02:15:05,121 km,2.9 Mc,2002-11-17,23:15:05,25 km al SE de San José de Maipo,-33.793,-70.157
2021-12-28 02:31:28,74 km,3.6 Ml,2021-12-27,23:31:28,25 km al O de La Serena,-29.880,-71.506
2005-09-24 14:15:44,101 km,3.0 Mc,2005-09-24,10:15:44,35 km al NE de Los Andes.,-32.631,-70.316
2005-03-04 17:49:21,14 km,2.9 Ml,2005-03-04,14:49:21,33 km al SO de Huasco,-28.731,-71.382
2003-07-04 23:02:44,4 km,4.0 Mc,2003-07-04,19:02:44,69 km al NO de Canela Baja,-31.051,-72.062
2002-08-20 20:00:24,3 km,3.7 Mc,2002-08-20,16:00:24,40 km al SE de San José de Maipo,-33.943,-70.114
2016-08-07 16:28:01,121 km,3.0 Ml,2016-08-07,12:28:01,45 km al S de Ollagüe,-21.610,-68.398
2020-06-04 11:07:01,32 km,3.0 Ml,2020-06-04,07:07:01,138 km al O de Constitución,-34.871,-73.821
2017-09-17 19:33:11,135 km,4.3 Ml,2017-09-17,16:33:11,16 km al NE de Mina Los Pelambres,-31.736,-70.458
2005-06-24 16:27:04,103 km,3.3 Mc,2005-06-24,12:27:04,62 km al N de Pica,-19.934,-69.248
2020-07-31 09:48:18,32 km,2.7 Ml,2020-07-31,05:48:18,89 km al NO de Cobquecura,-35.717,-73.641
2007-02-08 13:31:00,104 km,2.4 Mc,2007-02-08,10:31:00,30 km al E de Rancagua,-34.143,-70.416
2006-05-08 22:21:16,150 km,3.2 Ml,2006-05-08,18:21:16,42 km al O de San Juan.,-31.528,-68.969
2018-04-27 00:07:51,109 km,2.8 Ml,2018-04-26,21:07:51,38 km al SE de Pica,-20.675,-69.020
2011-12-15 05:14:13,8 km,3.6 Ml,2011-12-15,02:14:13,80 km al O de Cobquecura,-36.121,-73.681
2011-12-08 19:24:21,56 km,4.1 Ml,2011-12-08,16:24:21,17 km al O de Laja,-37.250,-72.904
2014-08-19 00:34:40,27 km,3.6 Ml,2014-08-18,20:34:40,40 km al SO de Los Vilos,-32.210,-71.752
2017-03-21 15:01:59,127 km,5.0 Mw,2017-03-21,12:01:59,50 km al SO de Ollagüe,-21.622,-68.477
2005-10-13 04:00:53,60 km,3.4 Mc,2005-10-13,01:00:53,20 km al E de Quillota,-32.925,-71.036
2017-11-08 11:18:33,191 km,3.3 Ml,2017-11-08,08:18:33,85 km al NE de San Pedro de Atacama,-22.341,-67.662
2019-07-20 23:13:49,235 km,3.1 Ml,2019-07-20,19:13:49,73 km al SE de Socaire,-24.055,-67.378
2010-02-27 18:38:45,29 km,3.4 Ml,2010-02-27,15:38:45,35 km al SE de San Antonio,-33.872,-71.483
2020-03-11 10:22:01,26 km,4.0 Ml,2020-03-11,07:22:01,148 km al O de TirÃºa,-38.417,-75.186
2014-04-04 17:31:14,34 km,3.3 Ml,2014-04-04,14:31:14,45 km al O de Pisagua,-19.443,-70.609
2017-12-06 14:07:35,23 km,3.5 Ml,2017-12-06,11:07:35,38 km al SO de Los Vilos,-32.214,-71.705
2013-03-21 20:18:00,121 km,3.0 Ml,2013-03-21,17:18:00,65 km al SE de Sierra Gorda.,-23.399,-68.984
2019-12-15 01:01:22,64 km,2.7 Ml,2019-12-14,22:01:22,44 km al NO de La Higuera,-29.214,-71.508
2008-12-04 23:51:09,2 km,2.5 Ml,2008-12-04,20:51:09,14 km al NE de Chaitén,-42.812,-72.624
2014-04-02 07:56:28,39 km,3.8 Ml,2014-04-02,04:56:28,25 km al O de Iquique,-20.142,-70.375
2000-05-07 00:35:41,5 km,3.6 Mc,2000-05-06,20:35:41,38 km al S de Los Vilos,-32.248,-71.549
2016-09-06 23:46:59,47 km,2.8 Ml,2016-09-06,20:46:59,9 km al SO de La Higuera,-29.576,-71.251
2014-05-30 05:13:59,96 km,2.8 Ml,2014-05-30,01:13:59,17 km al NE de Camiña,-19.172,-69.353
2012-04-14 15:46:03,126 km,2.8 Ml,2012-04-14,12:46:03,72 km al NE de Calama,-21.873,-68.648
2010-07-15 02:25:49,44 km,3.9 Ml,2010-07-14,22:25:49,10 km al SO de San Antonio,-33.647,-71.685
2023-01-24 18:54:24,113 km,3.3 Ml,2023-01-24,15:54:24,49 km al E de El Salvador,-26.230,-69.131
2014-02-10 11:00:10,104 km,4.9 Ml,2014-02-10,08:00:10,37 km al NE de Calama,-22.174,-68.757
2023-09-12 01:20:23,114 km,3.2 Ml,2023-09-11,22:20:23,50 km al S de Mina Collahuasi,-21.262,-68.767
2020-02-10 10:36:02,115 km,2.6 Ml,2020-02-10,07:36:02,68 km al E de Tierra Amarilla,-27.588,-69.590
2014-10-23 18:46:31,253 km,3.6 Ml,2014-10-23,15:46:31,96 km al NE de Socaire,-23.085,-67.131
2016-02-22 13:17:32,30 km,3.2 Ml,2016-02-22,10:17:32,17 km al O de Chañaral.,-26.395,-70.784
2019-08-02 09:06:55,28 km,2.6 Ml,2019-08-02,05:06:55,47 km al NO de Pichilemu,-34.183,-72.455
2022-06-15 03:10:29,236 km,2.9 Ml,2022-06-14,23:10:29,160 km al NE de Socaire,-22.832,-66.557
2008-06-24 23:12:20,36 km,2.4 Ml,2008-06-24,19:12:20,27 km al NE de Mejillones,-22.900,-70.304
2010-05-11 15:53:43,37 km,3.6 Ml,2010-05-11,11:53:43,28 km al O de El Tabo,-33.562,-71.941
2023-07-10 07:15:37,234 km,2.9 Ml,2023-07-10,03:15:37,55 km al S de Socaire,-24.056,-67.713
2000-08-19 02:10:01,104 km,2.8 Mc,2000-08-18,22:10:01,9 km al SO de Farellones,-33.405,-70.388
2017-06-19 20:10:01,23 km,4.4 Mw,2017-06-19,16:10:01,52 km al NO de TirÃºa,-38.117,-74.014
2007-03-13 02:26:27,68 km,3.4 Ml,2007-03-12,22:26:27,90 km al N de Taltal,-24.629,-70.246
2007-10-21 00:14:38,29 km,2.9 Ml,2007-10-20,21:14:38,44 km al N de ValparaÃ­so,-32.650,-71.626
2002-02-19 07:46:34,29 km,3.8 Mc,2002-02-19,04:46:34,8 km al NO de El Tabo,-33.392,-71.706
2011-09-14 07:38:17,103 km,3.4 Ml,2011-09-14,04:38:17,14 km al E de Pica,-20.541,-69.206
2021-07-04 04:36:41,22 km,2.9 Ml,2021-07-04,00:36:41,42 km al SO de Huasco,-28.721,-71.538
2019-02-24 08:49:16,40 km,3.3 Ml,2019-02-24,05:49:16,39 km al S de Lebu,-37.962,-73.701
2009-02-02 15:02:42,56 km,2.7 Ml,2009-02-02,12:02:42,18 km al SO de La Ligua,-32.544,-71.382
2009-09-23 02:25:12,127 km,4.5 Ml,2009-09-22,22:25:12,44 km al SO de Mina Collahuasi,-21.191,-68.823
2017-04-23 22:04:03,27 km,2.6 Ml,2017-04-23,19:04:03,44 km al O de ValparaÃ­so,-33.019,-72.088
2020-12-08 00:54:22,166 km,3.7 Ml,2020-12-07,21:54:22,37 km al E de Putre,-18.300,-69.230
2008-04-27 17:11:49,101 km,2.7 Ml,2008-04-27,13:11:49,35 km al NE de Calama,-22.315,-68.634
2023-01-11 00:37:09,176 km,3.1 Ml,2023-01-10,21:37:09,30 km al O de Ollagüe,-21.221,-68.539
2011-05-04 05:36:26,28 km,4.1 Ml,2011-05-04,02:36:26,30 km al N de Navidad,-33.684,-71.882
2004-05-12 08:58:50,30 km,3.8 Mc,2004-05-12,04:58:50,47 km al O de Punitaqui,-30.711,-71.727
2017-05-11 04:27:32,15 km,2.4 Ml,2017-05-11,01:27:32,46 km al SO de Los Vilos,-32.269,-71.764
2023-07-18 21:49:22,60 km,3.2 Ml,2023-07-18,17:49:22,17 km al O de Andacollo,-30.191,-71.256
2020-09-27 03:01:25,87 km,2.7 Ml,2020-09-27,00:01:25,64 km al SE de Tierra Amarilla,-27.804,-69.733
2006-01-10 20:21:21,112 km,3.5 Mc,2006-01-10,17:21:21,37 km al N de Farellones,-33.025,-70.255
2013-12-05 03:34:30,101 km,3.6 Ml,2013-12-05,00:34:30,59 km al N de Pica,-19.970,-69.247
2014-06-13 05:04:59,98 km,3.3 Ml,2014-06-13,01:04:59,115 km al E de Tierra Amarilla,-27.709,-69.130
2017-03-01 12:48:27,264 km,3.3 Ml,2017-03-01,09:48:27,53 km al NE de Socaire,-23.375,-67.423
2003-03-14 04:28:53,11 km,3.0 Mc,2003-03-14,00:28:53,19 km al SO de San José de Maipo,-33.799,-70.438
2017-12-16 05:34:13,64 km,3.6 Ml,2017-12-16,02:34:13,21 km al E de Cuya,-19.198,-69.986
2016-02-09 00:50:10,47 km,3.4 Ml,2016-02-08,21:50:10,26 km al NE de Tocopilla,-21.966,-69.993
2003-07-30 16:57:36,50 km,3.7 Mc,2003-07-30,12:57:36,27 km al NO de La Higuera,-29.288,-71.311
2015-10-03 07:43:00,22 km,4.1 Ml,2015-10-03,04:43:00,51 km al SO de Los Vilos,-32.271,-71.853
2020-06-15 07:18:32,181 km,4.5 Mw,2020-06-15,03:18:32,87 km al SE de Socaire,-24.147,-67.296
2015-10-02 15:46:48,52 km,2.9 Ml,2015-10-02,12:46:48,57 km al SO de Pica,-20.854,-69.717
2019-03-12 19:43:59,186 km,3.1 Ml,2019-03-12,16:43:59,97 km al SE de Socaire,-24.284,-67.309
2010-05-31 06:49:56,37 km,2.9 Ml,2010-05-31,02:49:56,13 km al E de Vichuquén,-34.848,-71.856
2009-01-02 22:21:18,0 km,4.1 Ml,2009-01-02,19:21:18,155 km al NO de La Rioja,-28.375,-67.923
2006-09-18 04:59:30,34 km,2.5 Ml,2006-09-18,00:59:30,69 km al O de ValparaÃ­so,-32.922,-72.338
2020-10-07 17:13:02,60 km,2.8 Ml,2020-10-07,14:13:02,14 km al O de Andacollo,-30.275,-71.216
2004-06-29 02:10:12,81 km,3.0 Mc,2004-06-28,22:10:12,10 km al O de Rancagua,-34.175,-70.848
2017-07-07 03:18:46,16 km,3.1 Ml,2017-07-06,23:18:46,40 km al NO de Navidad,-33.784,-72.213
2017-04-29 00:43:06,24 km,2.4 Ml,2017-04-28,21:43:06,31 km al NO de El Tabo,-33.327,-71.963
2021-04-18 07:46:41,7 km,3.0 Ml,2021-04-18,03:46:41,"32 km al E de Base Frei, Antártica",-62.278,-58.386
2015-09-30 04:25:15,38 km,3.7 Ml,2015-09-30,01:25:15,27 km al O de Canela Baja,-31.499,-71.718
2011-03-30 09:42:17,14 km,3.8 Ml,2011-03-30,06:42:17,26 km al O de Navidad,-33.854,-72.082
2016-05-01 04:24:27,33 km,3.8 Ml,2016-05-01,01:24:27,54 km al O de Tongoy,-30.396,-72.035
2021-12-29 04:32:10,230 km,3.0 Ml,2021-12-29,01:32:10,75 km al SE de Socaire,-23.995,-67.302
2009-05-29 18:45:19,107 km,2.7 Ml,2009-05-29,14:45:19,45 km al NE de Calama,-22.305,-68.532
2010-03-22 06:25:27,35 km,3.7 Ml,2010-03-22,03:25:27,19 km al SE de Pichilemu,-34.529,-71.904
2023-11-12 01:33:28,211 km,4.4 Ml,2023-11-11,22:33:28,120 km al SE de Socaire,-24.329,-67.025
2011-12-07 08:11:04,260 km,4.4 Ml,2011-12-07,05:11:04,166 km al NE de Socaire,-22.635,-66.638
2012-10-11 21:36:08,43 km,4.3 Ml,2012-10-11,18:36:08,60 km al NO de Pichilemu,-34.011,-72.483
2023-04-26 11:58:28,32 km,3.3 Ml,2023-04-26,07:58:28,8 km al SO de Huasco,-28.497,-71.289
2020-09-21 06:56:17,118 km,2.7 Ml,2020-09-21,03:56:17,36 km al E de Mina Los Pelambres,-31.951,-70.230
2022-04-17 16:44:46,122 km,2.7 Ml,2022-04-17,12:44:46,54 km al NE de Camiña,-18.901,-69.161
2012-12-01 19:14:57,124 km,3.3 Ml,2012-12-01,16:14:57,75 km al NE de Calama,-21.873,-68.590
2017-12-08 16:22:47,248 km,4.4 Ml,2017-12-08,13:22:47,98 km al NE de Socaire,-23.095,-67.100
2018-03-20 17:01:10,125 km,2.7 Ml,2018-03-20,14:01:10,52 km al SO de Ollagüe,-21.657,-68.456
2016-09-21 13:15:35,89 km,2.5 Ml,2016-09-21,10:15:35,59 km al N de Quillagua,-21.129,-69.515
2023-06-06 09:48:38,92 km,2.6 Ml,2023-06-06,05:48:38,6 km al SO de Camiña,-19.364,-69.456
2012-11-21 21:54:28,81 km,2.9 Ml,2012-11-21,18:54:28,27 km al SO de Punitaqui,-31.058,-71.363
2022-04-06 18:32:49,114 km,3.9 Ml,2022-04-06,14:32:49,52 km al O de Socaire,-23.440,-68.373
2014-04-03 07:15:42,21 km,4.4 Ml,2014-04-03,04:15:42,68 km al SO de Iquique,-20.658,-70.600
2004-12-01 11:51:47,25 km,3.9 Mc,2004-12-01,08:51:47,30 km al NO de Quillota,-32.696,-71.488
2006-01-26 21:36:39,148 km,2.7 Mc,2006-01-26,18:36:39,77 km al E de Mina Los Pelambres,-31.739,-69.779
2023-07-03 05:09:34,94 km,2.6 Ml,2023-07-03,01:09:34,34 km al E de Pica,-20.370,-69.035
2019-12-29 01:03:56,126 km,2.7 Ml,2019-12-28,22:03:56,39 km al O de Ollagüe,-21.199,-68.625
2018-12-17 02:39:33,103 km,2.8 Ml,2018-12-16,23:39:33,42 km al NE de Pica,-20.196,-69.076
2020-09-24 05:36:39,24 km,3.6 Ml,2020-09-24,02:36:39,46 km al NO de ValparaÃ­so,-32.838,-72.042
2011-05-20 11:02:52,127 km,4.2 Ml,2011-05-20,07:02:52,100 km al SE de Alto del Carmen,-29.303,-69.669
2018-06-21 02:19:53,119 km,2.9 Ml,2018-06-20,22:19:53,52 km al S de Mina Collahuasi,-21.282,-68.780
2023-12-12 04:02:53,131 km,2.7 Ml,2023-12-12,01:02:53,35 km al SO de Ollagüe,-21.458,-68.476
2023-06-16 14:08:08,208 km,2.7 Ml,2023-06-16,10:08:08,60 km al SE de Socaire,-24.090,-67.657
2023-05-07 19:11:01,96 km,2.5 Ml,2023-05-07,15:11:01,38 km al E de Quillagua,-21.659,-69.170
2023-01-31 05:53:51,59 km,2.9 Ml,2023-01-31,02:53:51,46 km al NE de Cuya,-18.822,-69.932
2014-03-25 14:05:17,37 km,3.4 Ml,2014-03-25,11:05:17,75 km al SO de Pisagua,-19.874,-70.870
2017-02-15 19:55:52,20 km,3.5 Ml,2017-02-15,16:55:52,62 km al O de Quellón,-43.186,-74.378
2019-08-09 01:35:44,69 km,2.9 Ml,2019-08-08,21:35:44,28 km al NE de Cuya,-18.955,-70.024
2008-08-07 07:44:27,220 km,4.9 Ml,2008-08-07,03:44:27,66 km al E de Socaire,-23.604,-67.247
2014-02-15 08:22:31,112 km,3.2 Ml,2014-02-15,05:22:31,25 km al NE de Calama,-22.273,-68.822
2013-10-18 22:35:48,60 km,2.6 Ml,2013-10-18,19:35:48,22 km al SO de Cuya,-19.339,-70.274
2019-01-26 02:35:09,65 km,2.9 Ml,2019-01-25,23:35:09,20 km al O de Andacollo,-30.227,-71.288
2017-10-06 03:04:24,72 km,2.6 Ml,2017-10-06,00:04:24,64 km al S de Tierra Amarilla,-28.059,-70.307
2023-12-20 09:44:48,240 km,2.9 Ml,2023-12-20,06:44:48,72 km al S de Socaire,-24.235,-67.883
2005-12-22 11:07:53,35 km,4.1 Mc,2005-12-22,08:07:53,131 km al O de ValparaÃ­so,-32.834,-72.998
2007-06-04 06:29:03,28 km,2.5 Ml,2007-06-04,02:29:03,28 km al SO de Pichilemu,-34.526,-72.261
2019-01-26 06:23:02,95 km,2.9 Ml,2019-01-26,03:23:02,35 km al N de Pica,-20.186,-69.257
2002-01-06 18:37:57,65 km,3.8 Mc,2002-01-06,15:37:57,30 km al S de Punitaqui,-31.086,-71.350
2023-02-11 00:52:41,36 km,2.5 Ml,2023-02-10,21:52:41,41 km al SO de Huasco,-28.805,-71.378
2014-04-12 06:49:39,42 km,3.1 Ml,2014-04-12,03:49:39,48 km al NO de ValparaÃ­so,-32.673,-71.867
2010-09-08 19:22:55,185 km,3.2 Ml,2010-09-08,15:22:55,43 km al NE de San Pedro de Atacama,-22.583,-68.000
2018-01-01 15:09:33,223 km,2.9 Ml,2018-01-01,12:09:33,69 km al SE de Socaire,-23.981,-67.361
2023-12-16 15:47:46,294 km,3.0 Ml,2023-12-16,12:47:46,78 km al S de Socaire,-24.268,-68.087
2005-06-26 04:41:50,31 km,3.6 Mc,2005-06-26,00:41:50,18 km al O de Punitaqui,-30.796,-71.443
2006-08-05 19:05:15,80 km,3.5 Ml,2006-08-05,15:05:15,124 km al O de Huasco,-28.569,-72.485
2021-07-13 00:11:16,23 km,2.5 Ml,2021-07-12,20:11:16,18 km al SO de Tocopilla,-22.212,-70.328
2021-01-05 12:33:03,39 km,2.6 Ml,2021-01-05,09:33:03,30 km al O de Pica,-20.533,-69.610
2022-01-29 07:53:21,205 km,3.5 Ml,2022-01-29,04:53:21,83 km al SE de Socaire,-24.149,-67.353
2017-09-19 18:35:35,19 km,2.6 Ml,2017-09-19,15:35:35,35 km al O de Los Vilos,-31.794,-71.858
2018-11-20 18:28:31,15 km,3.3 Ml,2018-11-20,15:28:31,103 km al O de BahÃ­a Mansa,-40.316,-74.898
2007-06-30 04:15:28,64 km,3.1 Ml,2007-06-30,00:15:28,20 km al S de Punitaqui,-31.013,-71.264
2015-07-15 23:54:45,109 km,3.3 Ml,2015-07-15,20:54:45,39 km al SO de Mina Collahuasi,-21.073,-68.919
2012-01-19 01:37:41,42 km,3.2 Ml,2012-01-18,22:37:41,23 km al NE de Vichuquén,-34.692,-71.893
2022-02-12 10:28:02,205 km,3.9 Ml,2022-02-12,07:28:02,116 km al SE de Ollagüe,-22.001,-67.503
2004-10-31 23:03:47,4 km,3.7 Mc,2004-10-31,20:03:47,40 km al O de Los Vilos,-31.844,-71.932
2023-06-24 07:27:54,117 km,2.7 Ml,2023-06-24,03:27:54,54 km al O de Ollagüe,-21.421,-68.734
